track_id,song_name,n_artists,main_artist,main_artist_id,main_artist_genres,release_date,explicit,tempo,acousticness,mode,duration_ms,danceability,speechiness,valence,energy,liveness,instrumentalness,comb,lyrics,n_words,duration_min,wpm
2BuJrxYKhYky20dQqTlobO,skeletons,1,keshi,3pc0bOVB5whxmD50W79wwO,"['chill r&b', 'pop']",2019-07-16,1,80.021,0.296,1,152480,0.719,0.0754,0.273,0.265,0.108,0.0865,skeletons ::: keshi,"Stressed out
Feelin' lost and I don't know what to do now
What I chose ain't really gonna work out
Fallin' six feet underneath the floor now
Think I'm gonna tap out (Oahh, oahh)

Feel bad, go to bed
Wake up even worse, yeah
So sad, in my head
Feelin' like a curse
I need medicine, medicine, medicine
All my skeletons out for the taking (Oahh)
Yeah, I don't even know if I'ma make it
I'm afraid of myself and I hate it (Oahh)
All my skeletons out for the taking
Somebody take 'em

I wanna run away
The day to day is taking its toll on me
And I'm tearin' at the seams (Oahh)
Throw it all away
Give a fuck about what they say
I gotta disagree
This ain't really fun for me

Feel bad, go to bed
Wake up even worse, yeah
So sad, in my head
Feelin' like a curse
I need medicine, medicine, medicine

All my skeletons out for the taking (Oahh)
Yeah, I don't even know if I'ma make it
I'm afraid of myself and I hate it (Oahh)
All my skeletons out for the taking
Somebody take 'em",199,2.541333333333333,78.30535152151103
3dvRD7tnKF9Kxocks07jue,Beige,3,Terrace Martin,7MNEVabc4cs19CbzAFZmXz,"['alternative r&b', 'indie soul']",2019-12-20,1,170.04,0.297,1,197173,0.773,0.0862,0.555,0.579,0.0607,0.00954,Beige ::: Terrace Martin,"Are you tryna say you're willin’?
Are you tryna say you get it?
You know there's a way to this, way to this
Please don't play no games with this, OK?
Gotta hold your weight in this, weight in this
Everything we have it just be so, uh
And I’m tryin to save it
Seems like lately we've fallen all the way down
It don't feel the same now
If you're tryin to save it
I've been mistaken
'Cause nothin's changing
My heart is breaking
Love don't have to be so hard
So, tell me, how’d we get this far?
Love don’t have to be so hard
Let down your guard

If I'm being honest babe
I’ve been standing right here with you
A nigga been down since day one
If they ain't, shit you got a screw loose
If I'm been honest babe (If I'm being honest)
I don’t really care for things like
Pressin', no extras, no testin' me, please
If I'm not good enough
Scoodadbbop
That's just our luck
Tears dripping down your socks
No more wasting time now
If you with it, just be with it
'Cause it's fortunate that we go through shit now
Everything's goin' to be like this, baby

Love don't have to be so hard
So, tell me, how'd we get this far?
Love don't have to be so hard
Let down your guard
Let down your guard
Let down your guard",238,3.286216666666667,72.4237091285318
1mpD5Q8IM32I4bF6eCpU74,Up All Night,1,Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",2019-11-14,0,93.992,0.00103,1,157220,0.665,0.0527,0.669,0.712,0.102,0.00333,Up All Night ::: Khalid,"Take me 'round the world and back again
As I'm searching for my soul out there
Oh, there's something that I'm wondering (Yeah)
Where I'm going when my story ends

Doesn't even matter anyway, no, we're
Focused and I'm coping with the pain, yeah, we're
Only getting older by the day, yeah, we're
Only getting older (Only getting older)
Doesn't even matter anyway, no, we're
Focused and I'm coping with the pain, yeah, we're
Only getting older by the day, yeah, we're
Only getting older (On my mind all the time)
Keeps me up all night
Keeps me
Get these thoughts that keep me up all night
Keeps me
Keeps me up all night
Keeps me
Get these thoughts that keep me up all night
Keeps me

So I'ma light it up, I'm gettin high (So high)
Ask me how I am, I'm getting by (Getting by by the minute)
But I'm thankful that I'm still alive (Alive)
'Cause there's so much more I'm left to find

Doesn't even matter anyway, no, we're
Focused and I'm coping with the pain, yeah, we're
Only getting older by the day, yeah, we're
Only getting older (Only getting older)
Doesn't even matter anyway, no, we're
Focused and I'm coping with the pain, yeah, we're
Only getting older by the day, yeah, we're
Only getting older (On my mind all the time)
Keeps me up all night
Keeps me
Get these thoughts that keep me up all night
Keeps me up (Up all night)
Keeps me up all night
Keeps me (Up)
Get these thoughts that keep me up all night
Keeps me up (Up all night)

On my mind all the time
Keepin' me up all night
On my mind all the time
Keepin' me up all night
On my mind all the time, ah

Keeps me up all night
Keeps me",310,2.6203333333333334,118.3055590891744
2fhePAlCSsJplwkjqMYpVm,LOVE AGAIN,2,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,"['canadian contemporary r&b', 'pop', 'r&b']",2019-06-28,0,76.988,0.41,1,214278,0.553,0.0918,0.525,0.441,0.107,2.57e-06,LOVE AGAIN ::: Daniel Caesar,"I wake from my slumber
I wish I could call you up
Miss how you put your love on me
Boy, you've got my number
Wish I could feel your touch
Wish you could follow up on me

You never know when to chill
Always talk 'bout keep it real
Only 'til you've had your fill
Then you wanna cry ill will
Really thought you knew the deal, oh
Oh well, I guess that's what happens
When two fools be falling in love
Mix in some pain and some passion
Nothing is ever enough
If you can take my hand
I promise we'll find love again, love again, yeah, yeah
If you can take my hand
I promise we'll find love again, yeah, ohh (I promise)
Ooh, yeah, ooh, yeah

You don't even say what's up
'Round your boys you act so tough
Like you've never been in love
If you don't quit acting up
Alone is where you're gon' end up, I promise
You may think that I'm crazy
You should ask around 'bout me
Put your trust in me, baby
Ay, yeah

I wake from my slumber
I wish I could call you up
Miss how you put your love on me (Hey)
Boy you've got my number
Wish I could feel your touch
Wish you could follow up on me
Hold on until the end
Hold on 'til you can't extend
I be clinging on to you
I be clinging on to you
And then begin again
Orbiting around and then
Cycle back around to you
Coming back around to you
I'm coming back around and
Even on your worst day
Love you in the worst way (Worst way)
Circling around for eternity
Going through the motions you're turning me, eternally
Drifting on my own again
Reaching out to hold your hand
I want to be alone with you
Can I be alone with you? (Can I be alone with you?)
Can I be alone with you?

If you can take my hand
I promise we'll find love again, love again, oh
If you can take my hand
I promise we'll find love again
Ever",362,3.5713,101.3636490913673
0S8mtofOXVslUNzpHLuPW0,Brown,1,Kyle Dion,5qfkUSH3ip5dD2eEPhjkT3,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'pop', 'r&b']",2019-03-08,0,72.417,0.0759,1,234759,0.546,0.0987,0.616,0.698,0.0613,0.000131,Brown ::: Kyle Dion,"By the pool
There's a lot of pretty girls
But all I see is you
Laying there
Taking up all of the sun
Save some for me
I know there's more layers to rip off you
Grab a towel and meet me in the house
Dripping chocolate all over the bedroom
Drowning in your softly spoken sounds
I can't live without my brown
Fills me up with just the right amount
Easy on the soul, my brown
Wrap me in between, I want it now
Everybody love that cocoa brown

Grab my keys, you take the wheel, I keep it cool (Keep it cool)
I get my cash from out your chest, it's safe with you
Ooh, I like it how you try to hold back but that don't last long
Ooh, we driving too fast, right past all the milestones
Pulled up on my pressutreated driveway
Clutching before we made it through the door
Raced you to my room, ran up the staircase
Opposite of you waits on the floor, no need for more

I can't live without my brown
Fills me up with just the right amount
Easy on the soul, my brown
Wrap me in between, I want it now
Everybody love that cocoa brown

Oh, baby",213,3.91265,54.43880745786104
5A1w94uzc1kO1Zhe8WWxC3,Right Back,1,Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",2019-04-05,0,97.03,0.0659,0,215227,0.788,0.308,0.603,0.427,0.171,3.63e-05,Right Back ::: Khalid,"Power
Got me sittin' by my phone, I’ve been waiting for hours
On my line, sending mirror pics of you fresh out the shower
So I might as well swing over to your place (Mmm, nah)
It’s crowded
In LA, but I’ll be there at 8 if the traffic allows it
Say you’re down, I could show you around
If you’re really about it, yeah
But for you, I got something to prove, what do you say?
What do you say?
Should we bring it right back?
Honestly, it's better like that
I know we've been falling off track
Bring it right back
I just let the time roll past
We don't gotta take it too fast
Bring it right back
You don't gotta stay the night
I just wanna take the time
I know all the things you like
Maybe if the mood is right
We can bring it right back

Saved
Got the weed, we can sit by the beach if we wanna get faded
But if that's not the vibe, yeah, it’s cool
We can save it for later, yeah
I just like the way it feels when you're around
When you're around, ah
Now I know we're not dating, nah
Maybe soon by the way things go, we’ve been talking for ages
Take it step by step, slow it down, we just need to be patient, love
If the love feels good and it's real, it'll all work out
It'll all work out, yeah
Should we bring it right back?
Honestly, it's better like that
I know we've been falling off track
Bring it right back
I just let the time roll past
We don't gotta take it too fast
Bring it right back
You don't gotta stay the night
I just wanna take the time
I know all the things you like
Maybe if the mood is right
We can bring it right back

So bring it, so bring it
So bring it, so bring it
So bring it, so bring it (So bring it back)
So bring it, so bring it back (So bring it, yeah)
So bring it, so bring it (Yeah)
So bring it, so bring it (Nah)
So bring it, so bring it (Bring it, bring it)
So bring it, so bring it back
So bring it, so bring it (Yeah)
So bring it, so bring it
So bring it, so bring it
So bring it, so bring it back (No no, no, oh yeah)
Should we bring it right back?
Honestly, it's better like that
I know we've been falling off track
Bring it right back
I just let the time roll past
We don't gotta take it too fast
Bring it right back
You don't gotta stay the night
I just wanna take the time
I know all the things you like
Maybe if the mood is right
We can bring it right back
Honestly, it's better like that
I know we've been falling off track
Bring it right back
I just let the time roll past
We don't gotta take it too fast
Bring it right back
You don't gotta stay the night
I just wanna take the time
I know all the things you like
Maybe if the mood is right
We can bring it right",551,3.5871166666666667,153.60526328016465
50oEtTUNlce4TuZXQoJzXW,urs,1,NIKI,2kxP07DLgs4xlWz8YHlvfh,"['indonesian r&b', 'pop']",2019-05-17,1,94.88,0.834,1,156501,0.72,0.354,0.235,0.415,0.0893,1.01e-06,urs ::: NIKI,"Slick wit, lip lick, and we sleep in our skin
Fast as I give in (Right into you)
Too deep, too fast too
Now I can't move 'til you call and tell me to

Now it's all guessing games, I'm guessing every gaze
Like do you, don't you, would you even stay if you did?
All I know is suddenly, without you, the bed feels too big
Tryna find where your head is, but I'm losing myself in the process
You're bad for my health, all the good nights
Are they hidden goodbyes in disguise? I never know
You come see me only when I ask first
When you kiss me, do you wish it were her?
The best at being the worst
But fuck sake, I'm already yours, mmh
Sad to say, I'm already yours, oh

Hapast midnight, your haassed texts make sure
I keep crawlin' back for more
Know you didn't, but I'm hoping you lost your phone
Probably with her but I'll act like I didn’t know
I can't let it show, I want nothing more than to call you up

So instead I'll just call your bluff, like
Fuck this charade, enough is enough, but no
Stick around even if it's just for the temporary show

Tryna find where your head is, but I'm losing myself in the process
You're bad for my health, all the good nights
Are they hidden goodbyes in disguise? I never know
You come see me only when I ask first
When you kiss me, do you wish it were her?
The best at being the worst
But fuck sake, I'm already yours, mmh
Sad to say, I'm already yours, oh",284,2.60835,108.88109341154367
0FtuxFKzjbVCQAA3UQZXll,Crush,1,Souly Had,20WmX0l9JgOpehDOAXY6iO,"['chill r&b', 'pop rap']",2019-08-16,0,110.064,0.341,1,159813,0.756,0.0996,0.267,0.517,0.103,2.68e-05,Crush ::: Souly Had,"You my old school crush
(Yeah yeah yeah yeah)
(Yeahhh yeah)
(Yeah yeah yeah yeah)
(Yeahhh yeah)

Who taught ya how to move like that
Throw it back, you my old school crush
(Wooh)
(Yeah yeah yeah yeah yeah yeah)
I really wish I knew you back
Before I knew too much
(Yeah yeah yeah yeah yeah yeah)
(Yeah yeah yeah yeah yeah yeah)
And it go 1, 2, 3, 4
How many times can I fall in love in a night
I don't know (I don't)
No, No
She wanna be with a lowlife rapper
Yeah I'm pretty good at singing too
I can keep you right in tune
We could fall in love right after
Ay wassup, wassup, what's the
And what's the difference between youthful and childish
Between you and I, this is perfect timing
Just rewind yeah just rewind yeah
I'm having trouble can you remind me

Who taught ya how to move like that
Throw it back, you my old school crush
(wooh)
(yeah yeah yeah yeah yeah yeah)
I really wish I knew you back
Before I knew too much
(yeah yeah yeah yeah yeah yeah)
(yeah yeah yeah yeah yeah yeah)

And it go 5, 6, 7, 8
How many times can we hold this gaze
Without falling deeper in this trance
Just grab my hand and spin around and fall back yeah
She wanna live like a rockstar (aye)
Want a supercar ever since the Hotwheels
She want the Louis Vuitton, she already got heels
The list go on and on got a lot to offer
And
Let the rhythm push you in the right direction
You're my type no second guessing
I'm alright, cool, calm, collected
Promise I won't bite unless
You want to get aggressive
So what if this was fate
What if right here, right now
We were meant to be together
Meet each other in this place
I cannot hear, it's too loud
We should get to know each other
Maybe just to be safe
And it would be great if you could explain (yeah)
If you could explain
Who taught ya how to move like that
Throw it back, you my old school crush
(yeah yeah yeah yeah yeah yeah)
(yeah yeah yeah yeah yeah yeah)
I really wish I knew you back
Before I knew too much
(yeah yeah yeah yeah yeah yeah)
(yeah yeah yeah yeah yeah yeah)",406,2.66355,152.4281504007809
4PB06iJz5ccx6FlttS8tvP,Suga Daddy,1,Inayah,2jomvyAKdqYYimeLl3XcdZ,"['pop r&b', 'pop rap', 'r&b', 'trap queen']",2019-12-13,1,92.009,0.556,1,171003,0.807,0.146,0.831,0.503,0.0789,0.000911,Suga Daddy ::: Inayah,"Yeah yeah yeah yeah uh mhm
My sugar daddy took me out
Just to kick it and settle down
Man them shots was coming round after round
I drink Hen but he preferred to drink Crown
You know he old so we had to slow it down
I'm ready to go cause his old ass all on me
But Imma chill cause I know he gone give me some money
I’m at the bar just me and my Hen
Chopping it up with his old ass friends
But I took one to many shots to the head
We got back to the room papa threw me on the bed
He came alive I'm surprised he ain't dead
Girl that old motherfucker threw my legs behind my head
Bitch he picked me up sat that ass on the dresser
And bent me up like a motherfuckin’ pretzel
I swear that he changed my whole mind
I turned around and let him hit it from behind
And Imma let him get it when he want it each time
Made a bitch come faster than Amazon Prime
Yeah, Amazon Prime
Made a bitch come faster than Amazon Prime

(Imma let him get it when he want it
Get, get it when he want it
Imma let him get it when he want it
Made a bitch come faster than Amazon Prime)
Can't deny it, he been on my mind
They get older they get better with time
Every night I wanna hit that line
Made a bitch come faster than Amazon Prime

Old school come over here
Get near me, put this pussy on you beard
You so different, never had this here
Don't need a towel I'd rather watch it drip
Who would've thought that you could handle me
Showed you my secrets you showed out on me
You got me sweating like insanity
Work it out up and down on the D
You did so well, you deserve it all
It got so good that I did all my tricks
Bend it like Beckham, bend it like Matrix
Working ya muscles flexing, flex on it
You won't believe me how he did it, it was outrageous
More energy than a 3 year old baby
You had to see it to believe it I ain't crazy
Girl I had this old school nigga underestimated
Can't deny it, he been on my mind
They get older they get better with time
Every night I wanna hit that line
Made a bitch come faster than Amazon Prime
(Imma let him get it when he want it
Get, get it when he want it
Imma let him get it when he want it
Made a bitch come faster than Amazon Prime)
Made a bitch come faster than Amazon Prime",458,2.85005,160.69893510640165
50S52c98UbsIIiG0F1uyat,69 Camaro,1,Kyle Dion,5qfkUSH3ip5dD2eEPhjkT3,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'pop', 'r&b']",2019-03-08,1,82.953,0.67,1,154818,0.61,0.0612,0.444,0.416,0.413,0.0,69 Camaro ::: Kyle Dion,"'69 Camaro, put it into drive
Got it painted red and white
Still seeing blue and reds
Swear they want a nigga dead
These people with the cameras ain't no friend of mine, no
Never smile in my photos
Penthouse view downtown
Owed up, what that bank look like
Extended all my credit lines
Hear a lot of noise comin' out your mouth
I get wilted roses from the crowd
Bet you bought a ticket just so you could say you
Saw it when the shit went down
Where that nigga at now?

Now you got your wishes, had to sell the whizkid
People say I'm fallin'
Used to be the man, now the man's down (Man's down)

How did I get so caught up?
Why even try? Try to defy?
I'm the type to press my luck
Why fall in line? I don't care no more, no more
Feel a little woozy, can't stand now (Oh)
Everybody's smilin', got their hands outside
Don't know how to keep dry

Hear a lot of noise comin' out your mouth (Comin' out your mouth, my baby)
They throw wilted roses from the crowd
And I'm sure you bought yourself a ticket just so you could say you
Saw it when the shit went down
Where that nigga at now?
Well you got your wishes, I lost my position
People say I'm fallin' (People say I'm fallin')
Used to be the man, now the man's down (The man's down, yeah, the man's down)

Ooh, whwhoa, nnah
Oo, you only hit me up when shit is goin' down, down, down (Down, down, down)
Why they don't want me around?
Down, down",281,2.5803,108.90206565128086
53SIeTHgXuAOd98hZWV2wD,Find Someone Like You,1,Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,"['alternative r&b', 'neo soul', 'r&b', 'scandinavian r&b', 'swedish soul']",2019-08-16,1,84.814,0.763,0,206465,0.531,0.0467,0.414,0.483,0.16,1.58e-06,Find Someone Like You ::: Snoh Aalegra,"Somethin' 'bout the way that you talk to me
Even when you not around, I feel you boy
I feel you boy, yeah
Tangled in your love and your energy
Perhaps it was the way that you smiled
I see you boy, oh, I need you boy, yeah, yeah, yeah

I've been waitin' my whole life to find someone like you
Find someone like you, yeah, yeah, yeah
I've been waitin' my whole life to find someone like you
Find someone like you
Baby I, I want this
I want this to last forever
Baby I, I want this
Can we make this last forever?
Nothing's ever perfect, but you're perfect to me (huh)
And fuck bein' asleep, you're a dream, I need you
Though we got a past, I want you (Yeah)
And even when it's bad, I love you

I've been waitin' my whole life to find someone like you
Find someone like you, yeah, yeah, yeah
I've been waitin' my whole life to find someone like you
Find someone like you (Oh, baby, can we make it last, yeah?)
Baby I, I want this (Oh I, I)
I want this to last forever (We can make it last)
Oh yeah, yeah
Baby I, I want this
Can we make this last forever? (Can we, can we make it last, yeah?)
Oh yeah, yeah

Ooh, ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh, ooh
Ooh, ooh

I've been waitin' my whole life to find someone like you (Like you)
Find someone like you (Like you, you, yeah)
I've been waitin' my whole life to find someone like you
To find someone like you
(Tell me can we make it last, yeah?)
I want this (Yeah)
I want this to last forever (Oh, I)
Ooh, ooh, ooh
I want this (I want this, oh)
Can we make this last forever? (Yeah, yeah, yeah, yeah)
Ooh, ooh, oooh",332,3.4410833333333333,96.4812437943477
7eb5G8a12Fn4TwRr3cbJBd,I Want You Around (feat. 6LACK) - Remix,2,Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,"['alternative r&b', 'neo soul', 'r&b', 'scandinavian r&b', 'swedish soul']",2019-11-01,0,168.037,0.34,1,213040,0.718,0.256,0.631,0.454,0.0814,0.0228,I Want You Around (feat. 6LACK) - Remix ::: Snoh Aalegra,"It's not that I don't want you here (Yeah, yeah)
It's somethin' 'bout the way you stare into my eyes
I know that I don't make things clear (No)
I fall for you every time I try to resist you

We can get away
Palm trees, beach views
Ordinary day
All I wanna hear is Innervisions on replay
And sit right next to you, you
I try not to show how I feel about you
Thinkin' we should wait, but we don't really want to
I just wanna get away
And sit right next to you, you
I don't wanna kiss you yet
I just wanna feel you
Feel you

I want you around (Around)
Around
I want you around (Around)
Around ('Round, 'round, 'round)
I want you around
Around
I want you around
Around, around, 'round, 'round

I want you around

I want you to be around for this here, this year
Next year, every year, you've been here for every tear
You complete me even though I'm whole on my own
I had you on ice like the snow when it's gone
Look, you should slide my way, be easy on the brakes
Black ice, never catch me slippin' bae
I buy the extraordinary stay, in the A or in LA
Put that Snoh and Stevie Wonder on replay, replay
And we can get away, ridin' down PCH
Like it's back in the day and now the record on replay
I'm by your side like Sade, two lovers in the Bentley coupe, coupe
And I try not to show but eyes can't hide how I'm feelin' on the low
I just wanna two step until we can't no mo'
Gettin' older sittin' next to you, you (You, ooh, woo)
I don't wanna kiss you
Yeah, I just wanna feel you
Feel you

I want you around (Around)
Around
I want you around (Around)
Around ('Round, 'round)
I want you around (Know that I want you, yeah, yeah)
Around
I want you around (I want you around, yeah, yeah)
Around, around, 'round, 'round

I want you around
'Round, 'round, 'round, 'round
Oh, 'round
'Round, 'round, 'round, 'round
'Round, 'round, 'round
Want you around",366,3.550666666666667,103.07923394667668
3vWeZSOhhmOai0Go0zKm5j,"she likes spring, I prefer winter",1,slchld,33crDRqANd3NQHJagZkQ7O,"['canadian contemporary r&b', 'chill r&b', 'pop']",2019-03-01,0,79.56,0.556,1,207436,0.39,0.0604,0.487,0.661,0.264,0.0,"she likes spring, I prefer winter ::: slchld","Stay by the fire
You're giving looks like you're telling me I'm faded
It's cold outside (Cold outside)
But spring's in the corner and I'm waiting
On the way to work, she saw the flowers bloomin' up
Tellin' me how winter sucks for you
What more that I can do?
But we met this year last season
That's why it's so memorable for me
We've worked so hard to where we be
And that's enough for me right now
What you've been dyin' to see
But you be that flower for me
I prefer marigold
But it's the lily from the valley that you want
What you've been dyin' to see
But you be that flower for me
I prefer marigold
But it's the lily from the valley that you want (Want)
But I'd be so glad if I'm havin' you
For this moment, yeah
For this moment, yeah, yeah

Girl, give it up, give it up, give it up, give it up, that's it
Don't let it hurt, let it hurt, let it hurt, nothing left to feel
Winter or spring, it don't matter to me
As long as you're here
I can keep you warm 'til spring comes
Yeah

Jasmine marigold winters, oh yeah
Whichever blooms first, I might call you by that
Whatever you like
Daffodil or tulips, 'cause I really don't mind
If that makes you happy, then I'll be (I'll be)
Happy too (Happy too), oh
Jasmine marigold winters, oh yeah
Whichever blooms first, I might call you by that
Whatever you like
Daffodil or tulips, 'cause I really don't mind
Girl, give it up, give it up, give it up, give it up, that's it
Don't let it hurt, let it hurt, let it hurt, nothing left to feel
Winter or spring, it don't matter to me
As long as you're here
I can keep you warm 'til spring comes (Ooh)
Girl, give it up, give it up, give it up, give it up, that's it
Don't let it hurt, let it hurt, let it hurt, nothing left to feel (Feel)
Winter or spring it don't matter to me (To me)
As long as you're here
I can keep you warm 'til spring comes
Yeah",373,3.4572666666666665,107.88869820089089
5bcfyOr0DkvZBEofxqFmCI,Summer Girl,2,Hush Forte,4MbRfFtyXLbOnccfjBE69n,"['indie hip hop', 'indie r&b']",2019-06-21,0,171.649,0.0778,0,245581,0.638,0.103,0.548,0.53,0.103,0.335,Summer Girl ::: Hush Forte,"You could be my summer girl
Any time of the year
It don't have to be fall
For me to fall in love with you (Oh)
Only time will let me know
If you're right for me
You could be my summer girl
I'm tired of playing around
Call me Mr. Lonely, sometimes I feel lonely
But it's never like that when you're around
It don't matter anymore
And me, I really want some more
You could be my summer girl
But every day is summer, girl
It don't matter where the seasons are
It don't matter if the season's gone, hmm
You'd still be my summer girl
You could be my summer girl
But every day is summer, girl
It don't matter where the seasons are
It don't matter if the season's gone, hmm
You'd still be my summer girl

You could be my summer girl
Any time of the year
It don't have to be fall
For me to fall in love with you (Oh)
Only time will let me know
If you're right for me
You could be my summer girl
I'm tired of playing around
Call me Mr. Lonely, sometimes I feel lonely
But it's never like that when you're around
It don't matter anymore
And me, I really want some more
You could be my summer girl
But every day is summer, girl
It don't matter where the seasons are
It don't matter if the season's gone, hmm
You'd still be my summer girl

Always with my girl
It's summer always with my girl
It's summer always with my girl
It's summer always with my girl
It's summer always with my girl",275,4.093016666666666,67.1876081618692
45PxuJqJBnPXZKLxoo9Apj,SUPERPOSITION,2,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,"['canadian contemporary r&b', 'pop', 'r&b']",2019-06-28,1,115.656,0.911,1,263795,0.589,0.0408,0.333,0.279,0.087,0.000128,SUPERPOSITION ::: Daniel Caesar,"Isn't it an irony?
The things that inspire me
They make me bleed
So profusely
I got everything I need
Time and space to think and breathe
What does it mean
When cash grows on trees?

Exist in superposition
Life's all about contradiction
Yin and yang
Fluidity and things
I'm me, I'm God
I'm everything
I'm my own reason why I sing
And so are you, are you understanding?
Whoa

I know you think this shit is easy
For you, but not so much for me
But I'll still ride, that's just the risk I'll take
I know you see me actin' sleazy
I'm working on it, take it easy
I'll figure it all out before I break
If I should die before I wake
Oh, please, do not resuscitate
I know I didn't live my life in vain
This music shit's a piece of cake
The rest of my life's in a state of chaos
But I know I'll be okay

Exist in superposition
Life's all about contradiction
Yin and yang
Fluidity, and things
I'm me, I'm God
I'm everything
I'm my own reason why I sing
And so are you, are you understanding?",198,4.396583333333333,45.034970336814574
1sQBPGypjSgEgJZvD8u8ty,Roll Some Mo,1,Lucky Daye,5Vuvs6Py2JRU7WiFDVsI7J,"['indie r&b', 'pop', 'r&b']",2019-05-24,0,74.718,0.259,1,292885,0.389,0.0621,0.364,0.507,0.142,0.0441,Roll Some Mo ::: Lucky Daye,"We don't know what we’re made of
The same thing we're afraid of might improve us
Stay up all night, just lay up
Use half of this pay stub to make moves with
Or all of it, of course

And it ain't no room in Paris
We could still fly high, then crash here
Just make sure you pass it
No, you can’t imagine
Ooh, it's automatic
The life we live is lavish
We don't have to be here if we stay
We don't have to leave if we go
Roll some mo'
And we ain't too high if we see eye to eye
Know you feel the rush from a simple touch
Baby, roll some mo'

Through some kissin', lifted up through your vision
Got me on my knees, you’re my religion
Speak in tongues all on your body, no one’s listenin'
Tap out on you, that’s a submission, know you give in
Can't let no time go wasted
This moment can't replace it
Sittin' around so lazy
Comfortably, we’ll fade away

And it ain't no room in Paris
We could still fly high, then crash here
Just make sure you pass it
No, you can't imagine
Ooh, it's automatic
The life we live is lavish
We don't have to be here if we stay
We don't have to leave if we go
Roll some mo'
And we ain't too high if we see eye to eye
Know you feel the rush from a simple touch
Baby, roll some mo'",254,4.8814166666666665,52.03407480751831
1NlWBpNYAnFT7gMGyC0Y1M,Sandstorm (feat. JID),2,Mereba,294lNTPZfdqyzt8qnxmFiL,"['alternative r&b', 'chill r&b', 'escape room', 'high vibe', 'indie r&b', 'indie soul', 'neo soul', 'r&b']",2019-02-27,1,109.492,0.59,1,179027,0.637,0.0978,0.33,0.512,0.0712,0.000464,Sandstorm (feat. JID) ::: Mereba,"We were low, we were high, Jekyll, Hyde
I'll still stay by your side
You know I tried, and tried, and tried, and tried, and tried
I was wrong, you was right, justified, I was playing with fire
What a divide, divide, divide, divide, divide

Good God, these niggas is crazy
Just fight the feeling, it's all we do
Inside, it's killing me, baby
Outside I'm cucumber cool
We might just really be crazy
He might just, she might just
(Be crazy, be crazy, be crazy, be crazy)
What if I told you...
(What if I told you...)
That I miss the old you?
(That I miss the old you, baby?)
I used to hold you tight, a ride or die for life
But I couldn't mold you
(I couldn't mold you)
'Cause I didn't own you, baby
('Cause I didn't own you, baby)
But I'm on my own two now, I've grown to know
A lotta shit that I didn't before
My heart in your grip don't let my shit slip on the floor
I followed your drip and finally see where you goin'
I try to remember
But then I remember that you got a temper, and I got no filter
So it's like a sandstorm, when we get to blows
Can we please take it easy?
Let's just act like adults
I'ma keep it cool now, although I know it's through now

Good God, these niggas is crazy
Just fight the feeling, it's all we do
Inside, it's killing me, baby
Outside I'm cucumber cool
We might just really be crazy
He might just, she might just
Take a piece of my love, we've been through enough stuff
We probably need to go up and away
Keep the peace, it's all love, don't need no spite
Now we need to grow up and away
Take a piece of my love, we've been through enough stuff
Probably need to grow up and away
Baby it's too crazy, it pains me lately",335,2.983783333333333,112.27356767414972
5WkCcSa78lM1Ym4LXzJUiN,La La Lost You - Acoustic Version,2,NIKI,2kxP07DLgs4xlWz8YHlvfh,"['indonesian r&b', 'pop']",2019-08-11,1,100.873,0.908,1,208511,0.606,0.0553,0.391,0.196,0.348,0.0,La La Lost You - Acoustic Version ::: NIKI,"You ready?
Okay

While I'm on Sunset, are you on the subway?
While I drive, are you gettin' on the train?
I mean, Manhattan's nice, but so are Malibu nights
You would know if you stayed
You would know if you put up a fight
Your toes turn blue in winter, I'm gettin' red, rum
Does the trick for all of the things left unsaid, I'm
Missin' our drunken 2 A.M. strolls in Town
Now you're chasing fake highs in the Upper West Side
And fuckin' on Brooklyns in Brooklyn
Your Chelseas in Chelsea
Hope that eases the pain, so you remember to miss me
And you sold your car, now you walk for miles
Bet your feet feel numb
Crosswalks in my mind are shaky, so please hold on tight

All my demons run wild
All my demons have your smile
In the city of angels, in the city of angels
Hope New York holds you
Hope it holds you like I do
While my demons stay faithful
In the city of angels

Summer's endin' now and the nights are coolin' down
Remember last winter when we would drive around?
Silverlake, Hollywood, pretty little white lies got me good
Thought this was love, I was misunderstood, mmm

Feelin' low on the low, drivin' through NoHo
If I'm honest, I'd call, but I'm trying to let go
And I hope you're happy, livin' life in taxis
But you'll always have me, you'll always have me
All my demons run wild
All my demons have your smile
In the city of angels, in the city of angels
Hope New York holds you
Hope it holds you like I do
While my demons stay faithful
In the city of angels, mmm
While my demons stay faithful
In the city of angels",299,3.4751833333333333,86.03862625952588
